Company,Category,City,State,Country,"OUTSIDE 
USA",Website,LinkedIn,Crunchbase,Employees,"Year 
Founded",AKA/DBA,Name Variants,Acquired By,Original Categories,Source Sheets,# Sheets,Notes,REVIEW,Description,city_clean,state_clean,description,confidence,needs_review,scrape_status
Pixxel,Aerospace & Space,El Segundo,CA,India,yes,https://www.pixxel.space/,https://www.linkedin.com/company/pixxelspace/,https://www.crunchbase.com/organization/pixxel-81c6,348,2018,Pixxel Space Technologies,,,"Aerospace (New) | Satellite Systems | Operation - Earth Observation | Satellite Communications / Constellations | Aerospace, Geospatial, Information Technology, Satellite Communication | Space / Aerospace | Builds a hyperspectral Earth imaging satellite constellation for precision analytics. | Building a constellation of high-resolution, hyperspectral earth imaging satellites and the analytical tools to mine insights from the data. | Satellite Constellations-Remote Sensing",ALL COMPANIES MERGED  | MASTER - Combined_Account Owner | SPACE & DEFENSE COMPANIES | Sheet1 | Source -MARKET MAP COMPANIES,5,,"Multi-category signal: Communications, Compute & Networking; Electronics",,El Segundo,CA,,low,True,ok
Planck Aerosystems,Robotics & Autonomy,San Diego,CA,USA,,https://www.planckaero.com/,,https://www.crunchbase.com/organization/planck-aerosystems,,2014,"Planck Aero, Planck",,AeroVironment,"Designs and builds autonomy and navigation solutions for unmanned systems using various open open source robotics technologies, including ROS and Gazebo. Job offers requiring ROS and Gazebo knowhow 224.",MASTER - Combined_Account Owner | ROBOTICS COMPANIES | Robotics,3,Inactive website.,,,San Diego,CA,,low,True,ok
Pixel Robotics,Robotics & Autonomy,Munich,,Germany,yes,https://www.pixel-robotics.eu/,https://www.linkedin.com/company/pixelrobotics/,https://www.crunchbase.com/organization/pixel-robotics,13,2020,Pixel Robotics GmbH,,,"Pixel Robotics builds intelligent, perception-controlled robots tailored for logistics. With its unique AI vision infrastructure a digital twin of the operating area is created. Using this real-time twin, Pixel Robotics’s robots work together with their human colleagues - autonomous, safe and with an unmatched level of flexibility. Hiring engineers with experience in ROS (Robotics Intern).",MASTER - Combined_Account Owner | Robotics,2,,,,Munich,,,low,True,ok
Planetary Resources,"Materials, Chemicals & Mining",Redmond,WA,USA,,www.planetaryresources.com,https://www.linkedin.com/company/planetary-resources-inc-/,https://www.crunchbase.com/organization/planetary-resources,,2010,,,ConsenSys,"Natural Resources, Robotics, Water",SPACE & DEFENSE COMPANIES | Sheet1,2,,Multi-category signal: Robotics & Autonomy,,Redmond,WA,,low,True,blocked_or_timeout
Planet Labs,Aerospace & Space,San Francisco,CA,USA,,http://www.planet.com/,http://www.linkedin.com/company/planet-labs,https://www.crunchbase.com/organization/planet-labs,1622,2010,"Cosmogia, planet labs",Planet | Planet Labs (NYS: PL),,"Aerospace / Defense | Satellite / Space Infrastructure | Satellite Manufacturing / Bus Developer | Aerospace, Analytics, Big Data, Geospatial, Remote Sensing, Software | Space (Satellites) | Operates the largest constellation of Earth-imaging satellites for daily global coverage. | Aerospace | Delivering near-daily global geospatial data with one of the largest earth observation satellite networks. | Satellite Constellations-Remote Sensing | Aerospace - Space Systems | Satellite Systems | Aerosp",ALL COMPANIES MERGED  | Aerospace & Defense ($10M+ reve | MASTER - Combined_Account Owner | MOrgan Stanley Space 60 LIST  | SPACE & DEFENSE COMPANIES | Sheet1 | Source -MARKET MAP COMPANIES,7,,"Multi-category signal: Communications, Compute & Networking; Defense",,San Francisco,CA,,low,True,ok
PlanetiQ,Aerospace & Space,Golden,CO,USA,,https://planetiq.com/,https://www.linkedin.com/company/planetiq/,https://www.crunchbase.com/organization/planetiq,27,,,,,"Satellite Constellations-Remote Sensing | Aerospace, GPS, Information Technology",MASTER - Combined_Account Owner | Source -MARKET MAP COMPANIES,2,,"Multi-category signal: Communications, Compute & Networking",,Golden,CO,,low,True,ok
PlanetWatchers,Robotics & Autonomy,London,,United Kingdom,yes,https://www.planetwatchers.com,https://www.linkedin.com/company/planetwatchers/,https://www.crunchbase.com/organization/planetwatchers,26,,,,,"Satellite Data | Analytics, Computer Vision, Geospatial, Machine Learning, Natural Resources",MASTER - Combined_Account Owner | Source -MARKET MAP COMPANIES,2,,"Multi-category signal: Materials, Chemicals & Mining; Aerospace & Space; Communications, Compute & Networking",,London,,,low,True,ok
Plantd,Advanced Manufacturing,Oxford,NC,USA,,https://www.plantdmaterials.com/,https://www.linkedin.com/company/plantdmaterials/,https://www.crunchbase.com/organization/plantd,39,2021,,,,"Other | Building Material, Environmental Engineering, Industrial Manufacturing | Clean Tech - Building Materials",MASTER - Combined_Account Owner | SPACE & DEFENSE COMPANIES | Sheet1 | Space Targets,4,,Multi-category signal: Industrial & Factory Infrastructure,,Oxford,NC,,low,True,ok
Planetary Utilities,Defense,Altadena,CA,USA,,https://www.planetaryutilities.com,https://www.linkedin.com/company/planetaryutilities,,3,2023,,,,Defense and Space Manufacturing,MASTER - Combined_Account Owner | Source - SoCal Hard Tech,2,,Multi-category signal: Aerospace & Space; Advanced Manufacturing,,Altadena,CA,,low,True,ok
Plantronics (Poly),Electronics,Santa Cruz,CA,USA,,https://www.poly.com,https://www.linkedin.com/company/poly/,,180,,,,HP,"Makes professional headsets, video conferencing systems, and enterprise communication hardware.",ALL COMPANIES MERGED ,1,,"Multi-category signal: Communications, Compute & Networking",,Santa Cruz,CA,,low,True,ok
Plug Power,Energy & Climate,Latham,NY,USA,,https://www.plugpower.com/,https://www.linkedin.com/company/plug-power/,https://www.crunchbase.com/organization/plug-power,1996,,,,,Energy & Power Systems | Hydrogen Production | Makes hydrogen fuel cell systems and green hydrogen infrastructure for industrial mobility.,ALL COMPANIES MERGED ,1,,,,Latham,NY,,low,True,ok
Plus,Robotics & Autonomy,Santa Clara,CA,USA,,https://www.plus.ai/,https://www.linkedin.com/company/plusai/,https://www.crunchbase.com/organization/plusai,477,2016,"PlusAI, Plus.ai",,,Autonomous Vehicles (AV) | Develops AI autonomous driving software and hardware for the trucking industry. | Level 4 Autonomous Trucking Technology. Powered by ROS. Actively seeking for ROS experts123.,ALL COMPANIES MERGED  | MASTER - Combined_Account Owner | ROBOTICS COMPANIES | Robotics,4,,Multi-category signal: Transportation & Mobility,,Santa Clara,CA,,low,True,ok
Plus One Robotics,"Communications, Compute & Networking",San Antonio,TX,USA,,https://www.plusonerobotics.com/,https://www.linkedin.com/company/plusone-robotics/,https://www.crunchbase.com/organization/plus-one-robotics,71,2016,,,,"Builds robot perception software and solutions. They give robots the eye-hand coordination to pick and place objects in the warehouses and distribution centers using 3D and AI-powered perception. ROS communications-related packages, core client libraries (roscpp, rospy, roslisp) and graph introspection tools (rostopic, rosnode, rosservice, rosparam) (see ros_comm)124.",MASTER - Combined_Account Owner | ROBOTICS COMPANIES | Robotics,3,,Multi-category signal: Robotics & Autonomy,,San Antonio,TX,,low,True,ok
Podify,Aerospace & Space,Los Angeles,CA,USA,,https://podify.com/,https://www.linkedin.com/company/podifyco/,https://www.crunchbase.com/organization/podify,24,2014,,,,Other | Marketplace,MASTER - Combined_Account Owner | SPACE & DEFENSE COMPANIES | Sheet1,3,,Classified by source sheet only — verify,,Los Angeles,CA,,low,True,ok
Point Blank Enterprises,Aerospace & Space,,,USA,,www.pointblankenterprises.com,http://www.linkedin.com/company/point-blank-solutions-inc-,,,,,,,,Aerospace & Defense ($10M+ reve,1,,Classified by source sheet only — verify,,,,,low,True,ok
Point One Navigation,Robotics & Autonomy,San Francisco,CA,USA,,https://pointonenav.com/,https://www.linkedin.com/company/pointonenav/,https://www.crunchbase.com/organization/point-one-navigation,47,2016,,,,"Provide pecise location as a service, is tailored for autonomous systems including self driving vehicles, commercial drones and other robotic applications where localization is required. ROS drivers for GNSS receiver (see septentrio_gnss_driver).",MASTER - Combined_Account Owner | ROBOTICS COMPANIES | Robotics,3,,,,San Francisco,CA,,low,True,ok
PLD Space,Aerospace & Space,Elche,,Spain,yes,http://www.pldspace.com/,https://www.linkedin.com/company/pld-space/,https://www.crunchbase.com/organization/pld-space,392,2011,"Payload Aerospace S,L,",,,"Aerospace | Aerospace, Manufacturing, Space Travel | Launchers",LAUNCH COMPANIES | MASTER - Combined_Account Owner | SPACE & DEFENSE COMPANIES | Sheet1 | Source -MARKET MAP COMPANIES,5,,Multi-category signal: Advanced Manufacturing,,Elche,,,low,True,ok
Polymath Robotics,Industrial & Factory Infrastructure,San Francisco,CA,USA,,https://www.polymathrobotics.com/,https://www.linkedin.com/company/polymath-robotics/,https://www.crunchbase.com/organization/polymath-robotics,19,2021,,,,Develop autonomous vehicle software for industrial vehicles. Safety-critical navigation for industrial vehicles.,MASTER - Combined_Account Owner | ROBOTICS COMPANIES | Robotics,3,,"Multi-category signal: Robotics & Autonomy; Transportation & Mobility; Communications, Compute & Networking",,San Francisco,CA,,low,True,ok
Pioneering Technologies,Defense,Mississauga,ON,Canada,yes,https://pioneeringtech.com/,https://www.linkedin.com/company/pioneering-technology-corp./,https://www.crunchbase.com/organization/pioneering-technology-corporation,14,2003,,,,Robots for defense and security applications,MASTER - Combined_Account Owner | Robotics,2,,,,Mississauga,ON,,low,True,ok
Polska Grupa Zbrojeniowa (Polish Armaments Group),Defense,Radom,,Poland,yes,https://grupapgz.pl/en/,https://www.linkedin.com/company/polish-armaments-group/,https://www.crunchbase.com/organization/polska-grupa-zbrojeniowa,,2013,"PGZ, Polish Armaments Group",,,"Industrial, Manufacturing, Military, Security",SPACE & DEFENSE COMPANIES | Sheet1,2,,Multi-category signal: Advanced Manufacturing; Industrial & Factory Infrastructure,,Radom,,,low,True,ok
Portal Space,Aerospace & Space,Bothell,WA,USA,,https://www.portalsystems.space/,https://www.linkedin.com/company/portal-space-systems/,https://www.crunchbase.com/organization/portal-space-systems,21,2021,,Portal Space Systems,,Space | Space Research and Technology | Space Tugs,ALL COMPANIES MERGED  | MASTER - Combined_Account Owner | SPACE & DEFENSE COMPANIES | Sheet1 | Source -MARKET MAP COMPANIES,5,,,,Bothell,WA,,low,True,ok
Pony.ai,Robotics & Autonomy,Fremont,CA,USA,,https://www.pony.ai/,http://www.linkedin.com/company/pony-ai,https://www.crunchbase.com/organization/pony-ai,510,,,,,Autonomous Vehicles (AV) | US-listed operations | Autonomous driving technology company building robotaxi and autonomous logistics systems. (LinkedIn),ALL COMPANIES MERGED ,1,,Multi-category signal: Transportation & Mobility,,Fremont,CA,,low,True,ok
Poseidon Aerospace,Robotics & Autonomy,San Francisco,CA,USA,,https://www.poseidonaero.com/,https://www.linkedin.com/company/poseidon-aerospace/posts/?feedView=all,https://www.crunchbase.com/organization/poseidon-aerospace,19,,,,,Aviation (New) | Autonomous Operations (Exclude Structures) | Autonomy / Remote Ops,ALL COMPANIES MERGED ,1,,Multi-category signal: Aerospace & Space,,San Francisco,CA,,low,True,ok
Potomac River Group,Aerospace & Space,,,USA,,www.potomacrivergroup.com,http://www.linkedin.com/company/prgusa,,,,,,,,Aerospace & Defense ($10M+ reve,1,,Classified by source sheet only — verify,,,,,low,True,blocked_or_timeout
Power Global,Energy & Climate,Pasadena,CA,USA,,https://www.Power.Global,https://www.linkedin.com/company/powerglobal/,https://www.crunchbase.com/organization/power-global,82,2019,"POWER GLOBAL, POWER.GLOBAL, POWERGLOBAL ENERGY SERVICES PRIVATE LIMITED, India, PowerGlobal",,,"Energy | Battery, Clean Energy, Electric Vehicle, Electrical Distribution, Energy, Energy Management, Energy Storage, Service Industry, Subscription Service, Transportation | EV Charging / Mobility Electrification",ENERGY COMPANIES (SoCal) | Energy Targets (X- AgTech) | MASTER - Combined_Account Owner | SPACE & DEFENSE COMPANIES | Sheet1,5,Inactive website.,Multi-category signal: Transportation & Mobility,,Pasadena,CA,,low,True,blocked_or_timeout
Portal 301,Robotics & Autonomy,Seoul,,South Korea,yes,https://portal301.com/,https://www.linkedin.com/company/portal301/,https://www.crunchbase.com/organization/portal-301,10,2022,,,,"PORTAL301 is a tech startup focused on transforming the UI/UX in the robotics industry. | Robotics, Artificial Intelligence",MASTER - Combined_Account Owner | Robotics,2,,,,Seoul,,,low,True,ok
Powin,Energy & Climate,Tualatin,OR,USA,,https://powin.com/,https://www.linkedin.com/company/powin-energy/,https://www.crunchbase.com/organization/powin-energy-corporation,138,,,,,Energy & Power Systems | BESS,ALL COMPANIES MERGED ,1,,,,Tualatin,OR,,low,True,ok
Postmates Serve,Robotics & Autonomy,Los Angeles,CA,USA,,https://www.serverobotics.com/,https://www.linkedin.com/company/serverobotics/,https://www.crunchbase.com/organization/serve-robotics,255,2021,Serve Robotics,,,"Deploys autonomous sidewalk robots for last-mile food delivery in urban areas. | Serve Robotics is an autonomous robotic delivery company that develops AI-powered sidewalk delivery robots. | delivery, mobile (outdoor)",ALL COMPANIES MERGED | MASTER - Combined_Account Owner | ROBOTICS COMPANIES | Robotics,4,fka Postmates X.,,,Los Angeles,CA,,low,True,ok
PPI Technology Services,Aerospace & Space,,,USA,,www.ppiquality.com,http://www.linkedin.com/company/ppi-technology-services-llc,,,,,,,,Aerospace & Defense ($10M+ reve,1,,Classified by source sheet only — verify,,,,,low,True,ok
Praetori,Defense,,,Netherlands,yes,https://www.praetori.ai,,,,2025,,,,DEFENSE | Software | AI Agents,DEFENSE COMPANIES,1,,"Multi-category signal: Robotics & Autonomy; Communications, Compute & Networking",,,,,low,True,ok
Power Integrations,,San Jose,CA,USA,,http://www.power.com/,https://www.linkedin.com/company/power-integrations/,https://www.crunchbase.com/organization/power-integrations,1126,,,,,,ALL COMPANIES MERGED ,1,,No category match — needs manual review,,San Jose,CA,,low,True,ok
Prandtl Dynamics Inc.,Defense,,,Canada,yes,https://www.prandtldynamics.com/,https://www.linkedin.com/company/prandtldynamics/,https://www.crunchbase.com/organization/prandtl-dynamics,6,2025,,,,DEFENSE | Counter Drone | Ultrasonic,DEFENSE COMPANIES,1,,,,,,,low,True,ok
Pratt & Whitney Americon,Aerospace & Space,,,USA,,,,,,,,,,,Aerospace & Defense ($10M+ reve,1,,Classified by source sheet only — verify,,,,,low,True,no_url
Pratt & Whitney Autoair,Aerospace & Space,,,USA,,,,,,,,,,,Aerospace & Defense ($10M+ reve,1,,Classified by source sheet only — verify,,,,,low,True,no_url
Pratt & Whitney Rocketdyne,Aerospace & Space,,,USA,,,http://www.linkedin.com/company/pratt-whitney-rocketdyne,,,,,,,,Aerospace & Defense ($10M+ reve,1,,Classified by source sheet only — verify,,,,,low,True,no_url
Pratt & Whitney,Aerospace & Space,East Hartford,CT,USA,,https://prattwhitney.com/,https://www.linkedin.com/company/pratt-&-whitney/,https://www.crunchbase.com/organization/pratt-whitney-aircraft,29459,,,,,,ALL COMPANIES MERGED  | Aerospace & Defense ($10M+ reve,2,,Classified by source sheet only — verify,,East Hartford,CT,,low,True,ok
Precision AeroPower,Aerospace & Space,,,USA,,,,,,,,,,,Aerospace & Defense ($10M+ reve,1,,Classified by source sheet only — verify,,,,,low,True,no_url
Precision Aerospace,Aerospace & Space,,,USA,,www.precisionaerospace.com,http://www.linkedin.com/company/precision-aerospace-llc,,,,,,,,Aerospace & Defense ($10M+ reve,1,,,,,,,low,True,blocked_or_timeout
Precision Aerospace Corporation,Aerospace & Space,,,USA,,www.precision-aerospace.com,http://www.linkedin.com/company/precision-aerospace-corp.,,,,,,,,Aerospace & Defense ($10M+ reve,1,,,,,,,low,True,ok
"Precise Systems, Inc.",Defense,Lexington Park,MD,USA,,https://www.goprecise.com/,https://www.linkedin.com/company/precise-systems-inc-/,https://www.crunchbase.com/organization/precise-systems-inc,,1990,,,,Defense,SPACE & DEFENSE COMPANIES | Sheet1,2,,,,Lexington Park,MD,,low,True,ok
